name,smiles,tanimoto_combo_legacy,tanimoto_combination,tanimoto_shape,tanimoto_color,overlap_volume,overlap_color,self_overlap_volume_query,self_overlap_volume_fit,self_overlap_color_query,self_overlap_color_fit,RefTversky_volume,RefTversky_color,FitTversky_volume,FitTversky_color,RefTverskyCombo,FitTverskyCombo
CHEMBL2430324,CC(=O)Nc1nccc(-c2c(-c3ccccc3)noc2C)n1,1.2226381,0.61131907,0.68859005,0.534048,888.046,30.873692,1134.4746,1043.23,42.087975,46.59642,0.786,0.73,0.848,0.666,1.516,1.513
CHEMBL4639281,Cc1ccc(CNc2cnn(C)c(=O)c2Cl)cc1,1.2226286,0.6113143,0.69307107,0.52955747,797.22034,27.584946,1134.4746,813.0178,42.087975,37.587532,0.713,0.659,0.962,0.73,1.372,1.691
CHEMBL1276926,Cc1ccc(S(=O)(=O)c2n[nH]c3ccc(N4CCN(C)CC4)cc23)cc1,1.2226268,0.6113134,0.8155692,0.4070576,1049.1028,29.253551,1134.4746,1200.9724,42.087975,59.03145,0.922,0.681,0.876,0.503,1.603,1.379
CHEMBL1834221,CCN/C(=N\S(=O)(=O)c1ccccc1Cl)N1C[C@H](CC)C=N1,1.2226245,0.61131227,0.727165,0.4954596,888.8512,28.080658,1134.4746,976.72797,42.087975,42.668663,0.789,0.667,0.903,0.659,1.456,1.561
CHEMBL1911709,N#Cc1c(O)nc(OCc2ccccc2Cl)c2cc(F)ccc12,1.2226082,0.6113041,0.74710125,0.47550693,946.59625,32.63816,1134.4746,1079.147,42.087975,59.188847,0.836,0.76,0.875,0.56,1.596,1.434
CHEMBL439518,CCN(CC)Cc1csc(Nc2cccc3ccccc23)n1,1.222575,0.6112875,0.71341205,0.50916284,888.2307,32.27117,1134.4746,998.802,42.087975,53.56404,0.788,0.756,0.883,0.609,1.544,1.492
CHEMBL3785626,CCN/C(=N\S(=O)(=O)c1ccc(N)cc1)N1C[C@H](CC)C=N1,1.2225615,0.61128074,0.7836495,0.438912,930.47705,24.823814,1134.4746,983.3663,42.087975,39.293453,0.826,0.592,0.939,0.63,1.417,1.569
CHEMBL115971,CNC(=O)c1cc2c(Oc3ccc(C#N)cc3)cncc2s1,1.2225585,0.61127925,0.7765361,0.44602236,941.2692,26.487692,1134.4746,1018.93304,42.087975,43.78619,0.834,0.628,0.919,0.606,1.462,1.525
CHEMBL118481,c1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1,1.2225332,0.6112666,0.77238244,0.45015073,977.16846,31.304237,1134.4746,1107.8293,42.087975,58.757942,0.862,0.729,0.881,0.54,1.592,1.421
CHEMBL5175397,Nc1nc(N)c2nc(C(=O)NCc3cccc(C(F)(F)F)c3)cnc2n1,1.2225304,0.6112652,0.7261994,0.49633092,1001.57605,28.780907,1134.4746,1246.304,42.087975,44.680267,0.879,0.682,0.807,0.646,1.56,1.453
CHEMBL4549998,O=C(c1ccccc1)N1C=C(c2cc3ncccc3[nH]2)CCC1,1.2225182,0.6112591,0.6354584,0.5870598,869.93896,34.97807,1134.4746,1104.4587,42.087975,52.471878,0.768,0.821,0.787,0.673,1.589,1.46
CHEMBL3891318,Brc1cnc(N[C@@H]2CCc3ccccc32)nc1Nc1cc(C2CC2)[nH]n1,1.222501,0.6112505,0.7045901,0.5179109,975.23975,36.577496,1134.4746,1224.8887,42.087975,65.11459,0.856,0.846,0.799,0.572,1.702,1.371
CHEMBL4080416,Cn1c(N2CCN[C@@H](c3ccccc3F)C2)nc(-c2ccncn2)cc1=O,1.2224662,0.6112331,0.6980847,0.52438146,997.06573,28.482279,1134.4746,1290.8787,42.087975,40.710255,0.873,0.678,0.777,0.698,1.551,1.476
CHEMBL1407572,CCc1c(C)nc2ncnn2c1NCCc1ccc(OC)cc1,1.222442,0.611221,0.7272305,0.49521154,929.38416,29.838867,1134.4746,1072.887,42.087975,48.00568,0.821,0.704,0.864,0.625,1.525,1.489
CHEMBL592503,O=C(NCc1ccc(Cl)cc1Cl)N1CCC[C@@H](CO)C1,1.2224143,0.6112071,0.7540007,0.46841347,863.74536,27.06378,1134.4746,874.8205,42.087975,42.75335,0.77,0.643,0.973,0.634,1.413,1.606
CHEMBL493783,CN(Cc1ccccc1)C(=O)c1cnc(C(=O)C(F)(F)F)s1,1.2224095,0.61120474,0.67430013,0.5481093,862.5228,27.625359,1134.4746,1007.18604,42.087975,35.93857,0.765,0.661,0.851,0.762,1.426,1.613
CHEMBL3128141,CC1(C)OC(=O)c2c1ccnc2NCc1ccccc1,1.2223763,0.6111882,0.6720838,0.55029255,834.2891,31.942976,1134.4746,941.1613,42.087975,47.902267,0.742,0.754,0.877,0.671,1.495,1.548
CHEMBL205230,O=c1ccccn1CC1CCN(Cc2ccccc2)CC1,1.2223694,0.6111847,0.7092893,0.51308006,868.15686,31.093447,1134.4746,957.66364,42.087975,49.607018,0.771,0.732,0.898,0.632,1.503,1.53
CHEMBL3472216,CNc1cc(C)nc(N[C@H]2CCCN(C3Cc4ccccc4C3)C2)n1,1.2223613,0.61118066,0.6778401,0.54452115,926.62646,34.213238,1134.4746,1159.1799,42.087975,54.95705,0.816,0.801,0.8,0.63,1.617,1.43
CHEMBL31157,CC[C@H](C)c1nc(NCc2ccccc2)c2sccc2n1,1.2223289,0.61116445,0.712286,0.51004285,867.70624,32.527786,1134.4746,951.4309,42.087975,54.214428,0.771,0.762,0.903,0.607,1.533,1.51
CHEMBL4161308,CC(C)c1nc2c(N3CCNCC3)ccnc2n1Cc1cccc(Cl)c1,1.2223194,0.6111597,0.71640897,0.5059104,979.65845,30.54643,1134.4746,1212.6409,42.087975,48.837593,0.861,0.72,0.81,0.63,1.581,1.44
CHEMBL570971,CN(C)CCn1cc(S(=O)(=O)c2cccc(F)c2)c2ncccc21,1.2223109,0.61115545,0.76908535,0.45322558,968.9084,26.386147,1134.4746,1094.2529,42.087975,42.516743,0.856,0.627,0.884,0.621,1.482,1.505
CHEMBL1562110,Cc1nc2sccn2c1-c1csc(NCc2ccccc2)n1,1.2223105,0.6111553,0.6506447,0.57166576,849.8148,31.466831,1134.4746,1021.4523,42.087975,44.42297,0.753,0.746,0.827,0.71,1.498,1.538
CHEMBL5415734,Nc1nn(-c2cccc(F)c2)nc1C(=O)NCc1ccc(C(=O)NO)cc1,1.2223089,0.61115444,0.77256405,0.4497448,1049.6385,32.0123,1134.4746,1273.8066,42.087975,61.103134,0.92,0.744,0.829,0.532,1.663,1.361
CHEMBL3677894,O=C([C@H]1C[C@@H]1c1cccc(Br)c1)N1CCN(C2CCC2)CC1,1.2222968,0.6111484,0.7606412,0.46165562,919.15045,29.874907,1134.4746,993.06476,42.087975,52.499474,0.815,0.701,0.919,0.575,1.516,1.494
CHEMBL5196903,Cc1cc(Nc2nc(NCc3ccc(F)cc3F)nc3cc(C(F)(F)F)ccc23)n[nH]1,1.2222946,0.6111473,0.69844913,0.5238455,1079.2811,35.23415,1134.4746,1490.0603,42.087975,60.406742,0.937,0.819,0.733,0.592,1.756,1.325
CHEMBL1209693,COC(C)(C)C[C@@H]1n2cncc2CN([C@@H](C)c2ccc(Cl)cc2)S1(=O)=O,1.2222849,0.61114246,0.769507,0.45277795,1002.55096,27.114136,1134.4746,1170.9248,42.087975,44.91012,0.882,0.642,0.858,0.606,1.524,1.463
CHEMBL1643558,Cc1cc(SCC2=NNC(=O)/C2=C\N(C)C)c(Cl)cc1Cl,1.2222748,0.6111374,0.7241351,0.49813965,865.318,26.562056,1134.4746,925.81116,42.087975,37.796593,0.77,0.634,0.924,0.699,1.404,1.623
CHEMBL4085701,CC[C@@H](NC(=O)c1cnn2cc(Cl)cnc12)c1ccc(OC)cc1,1.2222687,0.61113435,0.7941779,0.42809078,994.69104,25.315002,1134.4746,1112.6953,42.087975,42.36169,0.878,0.601,0.893,0.598,1.479,1.491
CHEMBL137788,C/N=N/Nc1ccc2ncnc(NCc3ccccc3)c2c1,1.2222619,0.61113095,0.77146035,0.45080158,942.0866,27.918404,1134.4746,1028.7852,42.087975,47.76101,0.834,0.659,0.911,0.588,1.493,1.499
CHEMBL2158543,FC(F)(F)c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,1.2222309,0.61111546,0.7729521,0.4492789,1060.0797,34.72548,1134.4746,1297.074,42.087975,69.92909,0.928,0.799,0.822,0.507,1.726,1.329
CHEMBL1945273,O=c1ccoc2ccc(OCCc3ccc(Br)cc3)cc12,1.2222147,0.61110735,0.70380986,0.5184049,866.72766,31.21407,1134.4746,963.7329,42.087975,49.337852,0.77,0.735,0.891,0.637,1.505,1.529
CHEMBL3145442,COc1ccc(Cc2c(C)[nH]n(-c3nc4ccccc4[nH]3)c2=O)cc1,1.2222121,0.61110604,0.7897788,0.43243322,1031.1099,32.37454,1134.4746,1202.2031,42.087975,65.15254,0.906,0.749,0.86,0.506,1.655,1.366
CHEMBL1093248,N[C@H](CCc1ccccc1)[P@@](=O)(O)Oc1ccccc1,1.2221944,0.6110972,0.76276165,0.45943284,867.75665,32.800045,1134.4746,870.9331,42.087975,62.10454,0.774,0.761,0.982,0.537,1.535,1.518
CHEMBL53676,CCCCCC/N=c1\ccn(Cc2ccc(Cl)c(Cl)c2)c2cc(Cl)ccc12,1.2221929,0.61109644,0.7437133,0.4784796,991.7341,33.819424,1134.4746,1190.7493,42.087975,62.41247,0.872,0.785,0.835,0.551,1.657,1.386
CHEMBL1326328,Cc1ccc(SCC(=O)c2c(C)nc3cc(C)ccn23)cc1,1.2221924,0.6110962,0.76756895,0.45462343,932.5337,30.273813,1134.4746,1012.9775,42.087975,54.7768,0.826,0.709,0.915,0.559,1.535,1.474
CHEMBL419252,CONc1nc(Cc2c(Cl)cccc2Cl)nc(Nc2ccc(C#N)cc2)n1,1.2221901,0.6110951,0.6912061,0.53098404,970.3476,35.75595,1134.4746,1239.72,42.087975,61.007004,0.851,0.831,0.786,0.595,1.682,1.381
CHEMBL2012016,Nc1cnnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)c1,1.2221893,0.61109465,0.73204285,0.49014646,909.7887,29.449345,1134.4746,1018.1221,42.087975,47.444115,0.806,0.695,0.889,0.624,1.501,1.513
CHEMBL4173188,CN(CCCNC(=O)c1ccc(Cl)cc1)Cc1ccccc1,1.2221718,0.6110859,0.76003164,0.46214014,909.1799,31.659187,1134.4746,970.94495,42.087975,58.076813,0.807,0.738,0.929,0.553,1.545,1.481
CHEMBL591555,Cc1ccc(CNC(=O)N2CCC[C@@H](CO)C2)cc1,1.2221613,0.61108065,0.76275027,0.459411,854.9358,27.847887,1134.4746,841.3206,42.087975,46.37641,0.763,0.658,0.999,0.603,1.422,1.602
CHEMBL402389,Nc1nc(-c2nccs2)c2cnn(Cc3ccccc3F)c2n1,1.2221515,0.61107576,0.74737096,0.4747805,957.2917,26.777927,1134.4746,1103.696,42.087975,41.090603,0.845,0.637,0.866,0.651,1.482,1.517
CHEMBL2218066,CCN1C(=O)CC[C@@H]1C(=O)NCc1c(Cl)cccc1Cl,1.2221498,0.6110749,0.677839,0.5443108,818.4504,28.627794,1134.4746,891.41656,42.087975,39.134396,0.729,0.683,0.906,0.729,1.412,1.635
CHEMBL1398275,CC(C)(C)n1ncc2c(=O)n(Cc3ccccc3Br)cnc21,1.2221427,0.61107135,0.711802,0.51034063,899.95105,28.678347,1134.4746,1029.8041,42.087975,42.784893,0.797,0.681,0.869,0.671,1.478,1.54
CHEMBL426720,Cc1c([C@H](C#N)c2ccccc2)nc(SC2CCCC2)[nH]c1=O,1.2221392,0.6110696,0.73352003,0.48861924,918.8822,33.60274,1134.4746,1037.1099,42.087975,60.285583,0.813,0.781,0.882,0.566,1.595,1.448
CHEMBL50963,CN(C)c1nc(C(F)(F)F)nc2c1ncn2Cc1ccc(C(=O)O)cc1,1.2221272,0.6110636,0.7304822,0.49164498,1004.4427,28.628462,1134.4746,1245.0085,42.087975,44.77044,0.881,0.678,0.81,0.641,1.559,1.452
CHEMBL3426262,N#Cc1ccc(S(=O)(=O)n2cc(-c3ccnc(N)n3)c3cc(Br)ccc32)cc1,1.2221076,0.6110538,0.75421315,0.46789452,1047.8666,33.509636,1134.4746,1302.7427,42.087975,63.03959,0.917,0.777,0.81,0.541,1.694,1.35
CHEMBL2131241,Cc1ccnc(NC(=S)N2CC[C@@H](Nc3cccc(C(F)(F)F)c3)C2)c1,1.2220961,0.61104804,0.7352311,0.48686495,988.1057,28.029993,1134.4746,1197.5701,42.087975,43.514435,0.869,0.665,0.827,0.645,1.533,1.472
CHEMBL1521769,O=C(C/C=N\OCc1ccc([N+](=O)[O-])cc1)Nc1ccc(Cl)cc1,1.2220676,0.6110338,0.69888514,0.5231825,914.94385,30.038027,1134.4746,1089.617,42.087975,45.3641,0.808,0.711,0.838,0.665,1.519,1.503
CHEMBL2070127,COc1cnc(-c2ccccn2)nc1N[C@H](C)c1ccccc1,1.222064,0.611032,0.7327159,0.48934814,936.6828,30.096111,1134.4746,1080.5793,42.087975,49.51059,0.828,0.709,0.865,0.612,1.536,1.477
CHEMBL3771039,Cc1nc2c([N+](=O)[O-])c(Cl)c(Cl)cc2n1Cc1ccc(O)cc1,1.2220619,0.61103094,0.7322872,0.48977464,934.2129,27.658796,1134.4746,1075.4849,42.087975,42.04332,0.826,0.657,0.866,0.658,1.483,1.524
CHEMBL4476551,CCCc1[nH]c2nc(N)nn2c(=O)c1Cc1cccc(Cl)c1,1.22206,0.61103,0.7419742,0.48008585,922.5755,32.973297,1134.4746,1031.5073,42.087975,59.5674,0.817,0.768,0.89,0.562,1.584,1.452
CHEMBL5218804,COc1cccc2c1CC[C@@H](NC(=O)OCc1ccccc1)C2,1.2220356,0.6110178,0.7866472,0.43538845,963.9668,31.436241,1134.4746,1054.904,42.087975,61.55101,0.853,0.73,0.91,0.519,1.583,1.429
CHEMBL1210734,Nc1nc(-n2cncn2)c2nnn(Cc3ccccc3F)c2n1,1.222032,0.611016,0.7594589,0.46257305,979.79877,26.940794,1134.4746,1135.4517,42.087975,43.093983,0.864,0.639,0.863,0.626,1.503,1.489
CHEMBL5080258,c1ccc2c(c1)CCC[C@H]2Nc1ncnc2[nH]c(C3CC3)cc12,1.2220259,0.61101294,0.7417817,0.4802442,949.58636,34.600006,1134.4746,1095.2544,42.087975,64.55872,0.838,0.801,0.865,0.545,1.639,1.411
CHEMBL47471,Clc1cccnc1N1CCN(Cc2ccccc2)CC1,1.2220194,0.6110097,0.672479,0.5495405,822.93976,29.49629,1134.4746,912.2056,42.087975,41.08278,0.733,0.702,0.891,0.717,1.434,1.608
CHEMBL1449892,Clc1ccc(-c2c[n+](Cc3ccc(Br)cc3)c3n2CCCCC3)cc1,1.2220172,0.6110086,0.7865446,0.43547258,1003.9274,33.425045,1134.4746,1145.8298,42.087975,68.09287,0.884,0.77,0.877,0.5,1.655,1.377
CHEMBL1172924,N#Cc1ccc(Nc2nccc(Oc3ccc4cc(C#N)ccc4c3Cl)n2)cc1,1.2220168,0.6110084,0.7150634,0.50695336,1045.4224,37.401352,1134.4746,1372.9473,42.087975,69.09009,0.912,0.861,0.768,0.552,1.773,1.32
CHEMBL3668198,Cc1csc(-c2ccc3nnc(Cc4ccc5ncccc5c4)n3n2)c1,1.2219975,0.61099875,0.7727776,0.4492199,1041.8756,34.76127,1134.4746,1255.6228,42.087975,70.0547,0.913,0.799,0.834,0.506,1.713,1.34
CHEMBL113103,O=c1[nH]c2[nH]cnc2c(=O)n1Cc1cccc(Cl)c1,1.2219906,0.6109953,0.7080231,0.5139675,846.076,29.577805,1134.4746,906.585,42.087975,45.03783,0.753,0.7,0.922,0.659,1.454,1.581
CHEMBL63944,Cn1c(=O)n(Cc2ccccc2)c(=O)c2[nH]cnc21,1.221988,0.610994,0.70271724,0.51927066,845.0974,28.264204,1134.4746,913.2366,42.087975,40.60681,0.752,0.673,0.914,0.695,1.425,1.609
CHEMBL1765796,S=C(NCc1ccccc1)N/N=C/c1ccccn1,1.2219853,0.61099267,0.702276,0.5197093,819.8065,28.538916,1134.4746,852.68854,42.087975,41.364178,0.732,0.679,0.946,0.689,1.41,1.635
CHEMBL3684850,NC1=N[C@@H](CCc2ccc(Cl)cc2)CO1,1.2219665,0.61098325,0.67424005,0.54772645,726.44775,27.301668,1134.4746,669.40497,42.087975,35.05914,0.654,0.654,1.049,0.771,1.308,1.82
CHEMBL1917442,Cc1ccc2c(c1)c(Sc1ccccc1Cl)c(C)n2CC(=O)O,1.2219608,0.6109804,0.7225825,0.49937826,913.51105,34.88947,1134.4746,1043.2671,42.087975,62.667313,0.808,0.809,0.872,0.566,1.618,1.438
CHEMBL1608540,Clc1ccccc1Nc1nc(-c2cccnc2)cs1,1.2219446,0.6109723,0.70710987,0.5148347,830.4237,27.832859,1134.4746,870.34045,42.087975,39.806625,0.741,0.663,0.94,0.697,1.404,1.637
CHEMBL2064099,O[C@@H]1[C@@H](O)[C@H](c2cn(Cc3ccc(C4CC4)cc3)c3ccccc23)OC[C@H]1O,1.2219359,0.61096793,0.80712897,0.4148069,1093.3728,34.163624,1134.4746,1313.5427,42.087975,74.43596,0.956,0.782,0.838,0.469,1.738,1.307
CHEMBL570023,C[C@@H]1CNCCN1c1ccc(=O)n(CCOc2ccccc2Cl)n1,1.2219349,0.61096746,0.75733745,0.4645975,962.28015,25.436459,1134.4746,1098.415,42.087975,38.09794,0.85,0.607,0.875,0.664,1.457,1.539
CHEMBL1171084,N#Cc1ccc(Nc2nccc(Oc3ccc4cc(C#N)ccc4c3Br)n2)cc1,1.2219268,0.6109634,0.7152683,0.5066585,1043.758,37.386913,1134.4746,1368.5374,42.087975,69.090096,0.911,0.861,0.769,0.552,1.771,1.321
CHEMBL3981414,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1Cl,1.2219179,0.61095893,0.7589057,0.4630121,999.94934,33.237522,1134.4746,1183.0947,42.087975,62.93498,0.88,0.771,0.847,0.537,1.65,1.384
CHEMBL255947,Clc1ccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)cc1,1.22191,0.610955,0.61322397,0.6086861,881.8164,33.335297,1134.4746,1185.3423,42.087975,46.013317,0.776,0.788,0.746,0.728,1.564,1.473
CHEMBL3694286,O=C(NO)c1ccc2c(c1)C[C@H](Nc1nccc(C(F)(F)F)n1)CC2,1.2219036,0.6109518,0.7274298,0.49447381,972.3214,31.92769,1134.4746,1174.5,42.087975,54.408737,0.856,0.748,0.829,0.594,1.603,1.423
CHEMBL2418824,Cc1ccc(Nc2nc(C(=O)N3CCCC[C@@H]3C)cs2)cc1,1.2219026,0.6109513,0.7071514,0.51475114,882.2658,29.552498,1134.4746,995.4248,42.087975,44.87575,0.782,0.7,0.88,0.661,1.482,1.541
CHEMBL162247,Clc1ccccc1Cn1nnc2c(NCC3CCCCC3)ncnc21,1.221887,0.6109435,0.7519479,0.46993908,986.16754,32.781147,1134.4746,1163.1768,42.087975,60.449337,0.868,0.762,0.849,0.551,1.63,1.4
CHEMBL4066296,Fc1ccc(Nc2nc(NCc3ccccc3)c3cccnc3n2)cc1,1.2218711,0.61093557,0.72033757,0.5015336,994.0456,35.120274,1134.4746,1239.543,42.087975,63.058052,0.872,0.814,0.805,0.566,1.686,1.372
CHEMBL2430851,Cc1csc(Nc2ncc(Br)cc2OCc2ccccc2)n1,1.2218568,0.6109284,0.65391266,0.5679442,842.5929,31.711357,1134.4746,996.65875,42.087975,45.458717,0.747,0.75,0.84,0.7,1.498,1.54
CHEMBL3799897,O=C(NO)c1cccc(NCc2ccccc2)c1,1.2218497,0.61092484,0.6721737,0.549676,785.46747,34.1709,1134.4746,819.5413,42.087975,54.248447,0.702,0.8,0.94,0.637,1.502,1.577
CHEMBL3326515,CCOC(=O)c1nnn(Cc2ccccc2)c1-c1ccccc1,1.2218213,0.61091065,0.7308854,0.49093595,934.7152,34.30907,1134.4746,1079.1213,42.087975,62.106117,0.826,0.796,0.864,0.561,1.622,1.425
CHEMBL196870,Cc1cccc(COc2ccc3c(=O)cc(N4CCOCC4)oc3c2)c1,1.221812,0.610906,0.721338,0.5004741,988.62396,31.227327,1134.4746,1224.6914,42.087975,51.534847,0.868,0.734,0.81,0.612,1.602,1.422
CHEMBL3426862,Cc1cc(Nc2ncc(Br)c(NC[C@@H]3CCCO3)n2)ccc1O,1.2217999,0.6108999,0.7107009,0.511099,908.2834,27.738577,1134.4746,1051.8196,42.087975,39.92302,0.804,0.661,0.86,0.693,1.464,1.553
CHEMBL3093970,CCCCN(CC)CC#CCc1ccc(C)cc1,1.2217945,0.61089724,0.754708,0.4670865,814.1812,30.38623,1134.4746,758.50964,42.087975,53.35308,0.73,0.712,1.047,0.576,1.442,1.623
CHEMBL521191,CN(C)C(=O)n1nnnc1CCc1ccccc1,1.2217886,0.6108943,0.6682049,0.55358374,791.96936,31.551338,1134.4746,842.7141,42.087975,46.45806,0.707,0.746,0.924,0.682,1.453,1.606
CHEMBL5268616,O=C(NO)c1ccc(Cn2cnc(-c3ccccc3F)n2)cc1,1.2217816,0.6108908,0.7976269,0.42415473,986.30426,30.575008,1134.4746,1088.3779,42.087975,60.571594,0.871,0.711,0.904,0.513,1.582,1.417
CHEMBL3968307,Clc1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c(Cl)c1,1.2217771,0.61088854,0.7758476,0.44592947,972.241,31.531036,1134.4746,1090.9004,42.087975,60.15163,0.859,0.733,0.889,0.532,1.592,1.422
CHEMBL599934,COc1ccc2c(c1)c1c3n2CCN(Cc2ccccc2)C3=[N+](C)CC1,1.2217543,0.61087716,0.7769443,0.44480997,1040.6473,29.16786,1134.4746,1245.5833,42.087975,52.65364,0.913,0.684,0.839,0.56,1.597,1.399
CHEMBL4459861,CO[C@@H](c1nc(NC2CCCC2)[nH]c(=O)c1C)c1c(Cl)cccc1Cl,1.2217534,0.6108767,0.712537,0.50921637,948.07465,33.16501,1134.4746,1144.1621,42.087975,56.206535,0.835,0.775,0.829,0.598,1.61,1.427
CHEMBL4760518,Cc1ccc(NC(=S)N[C@H](NC(=O)c2ccccc2)C(Cl)(Cl)Cl)cc1,1.2217238,0.6108619,0.7131513,0.5085726,925.81104,33.35221,1134.4746,1089.5337,42.087975,56.844276,0.818,0.779,0.848,0.594,1.596,1.442
CHEMBL1393752,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CC(C)C)CC2)cc1,1.2217226,0.6108613,0.7448291,0.4768935,891.6523,29.025198,1134.4746,954.3011,42.087975,47.80028,0.792,0.685,0.926,0.611,1.477,1.536
CHEMBL4875918,FC(F)(F)c1cccc(Nc2nc(Nc3cccnn3)ncc2Cl)c1,1.2217191,0.6108596,0.7139501,0.50776905,963.8149,28.851599,1134.4746,1179.3154,42.087975,43.583946,0.848,0.684,0.819,0.663,1.532,1.482
CHEMBL4169383,CN(CCCNC(=O)c1ccc(Br)cc1)Cc1ccccc1,1.221715,0.6108575,0.75971395,0.46200097,907.3141,31.652666,1134.4746,967.12335,42.087975,58.076813,0.806,0.738,0.93,0.553,1.544,1.483
CHEMBL4571641,Clc1ccc(Cc2cc3c(nn2)CCNCC3)cc1,1.2217069,0.61085343,0.7430296,0.4786773,851.31555,29.916578,1134.4746,862.57666,42.087975,50.327038,0.76,0.704,0.972,0.599,1.463,1.571
CHEMBL170107,[H]/N=C(\S)c1cn(Cc2ccc(OC)cc2)c2ncnc(N)c12,1.2217013,0.61085063,0.7607778,0.46092346,961.64484,26.099787,1134.4746,1091.1987,42.087975,40.636806,0.849,0.621,0.88,0.641,1.47,1.521
CHEMBL301795,CC(=O)c1ccc(NCc2ccc3nc(N)nc(N)c3n2)cc1,1.2217009,0.61085045,0.7289251,0.4927758,936.7017,28.607561,1134.4746,1087.2722,42.087975,44.573494,0.827,0.678,0.86,0.644,1.505,1.503
CHEMBL5178560,CCn1nc(Cn2nnc(Cc3ccccc3)n2)cc1C,1.2216632,0.6108316,0.6894079,0.53225535,864.81793,31.2404,1134.4746,984.779,42.087975,47.846806,0.767,0.737,0.872,0.657,1.505,1.528
CHEMBL3919290,O=S(=O)(c1ccc(C(F)(F)F)cc1)N1CCN(c2nc(Cl)ncc2Br)CC1,1.2216449,0.61082244,0.68646646,0.5351784,957.8961,27.33033,1134.4746,1218.8228,42.087975,36.310055,0.841,0.654,0.789,0.747,1.495,1.535
CHEMBL2218737,CN1C[C@@H](C(=O)NCc2cccc(C(F)(F)F)c2Cl)NC1=O,1.2216402,0.6108201,0.6182718,0.6033684,820.0393,28.77865,1134.4746,1011.9058,42.087975,34.387325,0.727,0.69,0.806,0.828,1.417,1.633
CHEMBL56173,CCCCCC/N=c1\ccn(Cc2ccccc2)c2ccccc12,1.2216301,0.61081505,0.7165676,0.5050626,924.76135,35.081875,1134.4746,1080.8298,42.087975,62.454357,0.817,0.814,0.853,0.571,1.631,1.425
CHEMBL221027,O=C(NCc1ccc(Cl)cc1)c1ccc2cccnc2c1O,1.2216117,0.61080587,0.76453257,0.45707914,937.73785,31.567028,1134.4746,1029.8137,42.087975,58.54155,0.83,0.736,0.906,0.547,1.566,1.453
CHEMBL4284892,O=C(Cc1ccc(Cl)c(Cl)c1)c1ccc(O)c(O)c1O,1.2215973,0.61079866,0.7228346,0.49876273,854.2699,31.751238,1134.4746,901.6285,42.087975,53.32327,0.761,0.744,0.935,0.602,1.505,1.537
CHEMBL1682834,CC(=O)N1CCOc2cc(COc3ccccc3)cnc21,1.2215886,0.6107943,0.6952037,0.52638483,872.5275,26.969494,1134.4746,993.1204,42.087975,36.116837,0.774,0.645,0.872,0.741,1.419,1.613
CHEMBL1824483,Cc1ccc(CNc2nc(NCc3ccc(C)cc3)c3cccnc3n2)cc1,1.2215705,0.61078525,0.7363511,0.48521945,1038.6965,39.56375,1134.4746,1314.8215,42.087975,79.013626,0.908,0.901,0.795,0.513,1.809,1.308
CHEMBL1426851,CC1=Nc2cc(C(=O)N3CCCC3)ccc2Sc2c(C)ccc(C)c21,1.22157,0.610785,0.7383228,0.4832472,973.79425,33.815372,1134.4746,1158.2471,42.087975,61.7027,0.857,0.785,0.842,0.557,1.643,1.399
CHEMBL2430856,Cc1csc(Nc2ncc(Cl)cc2OCc2ccccc2)n1,1.2215698,0.6107849,0.6538259,0.56774384,844.06683,31.704218,1134.4746,1000.5581,42.087975,45.45871,0.748,0.75,0.838,0.7,1.499,1.538
CHEMBL439755,O=C1CN(c2ccc(Cl)c(Cl)c2)C(=O)N1S(=O)(=O)c1ccc(Cl)c(Cl)c1,1.2215675,0.61078376,0.75125575,0.47031173,985.05365,29.765137,1134.4746,1161.7886,42.087975,50.965267,0.867,0.7,0.849,0.589,1.567,1.438
CHEMBL4645619,Cc1noc(C)c1-n1sc(=O)n(Cc2ccc(Cl)cc2)c1=O,1.2215441,0.6107721,0.6927528,0.52879137,878.43726,27.666004,1134.4746,1012.00116,42.087975,37.897343,0.779,0.661,0.863,0.726,1.439,1.589
CHEMBL3314897,CCOC(=O)c1cnc(NCc2ccc(OC)cc2)n2nc(-c3ccco3)nc12,1.2215242,0.6107621,0.70685446,0.5146698,1045.8239,30.903402,1134.4746,1390.8955,42.087975,48.860535,0.912,0.728,0.759,0.637,1.64,1.396
CHEMBL494947,Clc1cccc(COc2cncc(N3CCNCC3)n2)c1,1.221516,0.610758,0.6818833,0.53963274,852.4536,27.466402,1134.4746,968.12494,42.087975,36.27675,0.757,0.657,0.873,0.751,1.414,1.624
CHEMBL4743049,Clc1cccc(COc2cncc(N3CCNCC3)n2)c1,1.221516,0.610758,0.6818833,0.53963274,852.4536,27.466402,1134.4746,968.12494,42.087975,36.27675,0.757,0.657,0.873,0.751,1.414,1.624
